arXiv ID,Primary category,Journal,Is proceedings,Presents new numerical results,UK authors,Generates field configurations,Specifies software used for configuration generation,Software used for configuration generation,Repository/hosting service for configuration generation code,Performs measurements,Specifies software used for measurement,Software used for measurements,Repository/hosting service for measurement code,Uses existing configurations,Configuration hosting infrastructure acknowledged,Cites existing configurations,Configurations generated by,Reanalyses other existing data,Cites other existing data,Publishes data,Data available on request?,Repository used for data,Specifies software used for analysis,Software used for analysis,Repository/hosting service for analysis code,Publishes parts of analysis,Publishes full analysis,Acknowledges an HPC centre,Acknowledges Supercomputing Wales,Acknowledges DiRAC,Review paper,Cites any other software,Comments
2112.03783,hep-lat,Phys.Rev.B,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,Paper citation,"Scipy, Matplotlib",,Y,N,N,N,N,N,,MC implementation thoroughly described inline.
2112.03883,hep-ph,EPJ Web Conf.,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.03944,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Mentioned by name,"Qforte (modified), Python",,N,N,N,N,N,N,,
2112.03952,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.03953,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.03989,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.03992,gr-qc, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.04146,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,QUDA,,Y,,Paper citation,ETMC,Y,URL citation,N,N,,URL citation,"R, Hadron",GiHub,N,N,Y,N,N,N,,
2112.04192,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.04201,hep-lat,EPJ Web Conf.,Y,Y,Y,N,,,,Y,No,,,Y,,Paper citation,"FASTSUM, HadSpec",N,,N,N,,No,,,N,N,Y,Y,Y,N,,
2112.04434,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.04445,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,Paper citation,BQCD,,Y,Paper citation,Chroma,,N,,,,N,,N,N,,Mentioned by name,Mathematica,,N,N,Y,N,Y,N,,
2112.04501,cond-mat.quant-gas, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,URL citation,MPSKit.jl,GitHub,N,N,N,N,N,N,,
2112.04537,hep-lat,Phys.Rev.D,N,Y,N,N,,,,Y,Paper citation,QUDA,,Y,,Paper citation,HotQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.04556,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.04569,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Mentioned by name,CLS,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.04858,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y?,N,N,N,,
2112.04997,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,"cuLGT, Bridge++",,Y,"ILDG, JLDG",Paper citation,PACS,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.05009,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.05069,hep-lat, ,N,N,Y,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.05170,hep-lat,Proceedings of 19th International Conference on Hadron Spectroscopy and Structure,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2112.05186,quant-ph, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.05188,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.05330,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,Paper citation,BQCD,,Y,Paper citation,Chroma,,N,,,,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2112.05333,hep-th,Proceedings of 35th Conference on Neural Information Processing Systems,Y,Y,N,Y?,Mentioned by name,BNAF,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.05427,hep-lat,JHEP,N,Y,Y,Y,URL citation,openQCD,Personal website,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.05454,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.05538,hep-lat, ,N,Y,N,N,,,,Y,Paper citation,DD-𝛼AMG,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.05704,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.06002,hep-lat,Phys.Lett.B,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.06139,cond-mat.str-el, ,N,Y,N,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.06162,hep-lat,Proceedings of 33rd International (ONLINE) Workshop on High Energy Physics ,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.06206,physics.comp-ph,Proceedings of 35th Conference on Neural Information Processing Systems,Y,Y,N,N,,,,N,,,,N,,,,Y?,Paper citation,N,N,,No,,,N,N,N,N,N,N,Mentioned by name,Pytorch
2112.06340,hep-lat,PTEP,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.06355,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,Paper citation,BQCD,,Y,Paper citation,Chroma,,Y,,Paper citation,QCDSF/UKQCD,Y,Paper citation,N,N,,No,,,N,N,Y,N,Y,N,,
2112.06421,hep-lat,Symmetry,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2112.06505,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.06662,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.06696,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.06750,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.06785,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,N?,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.06850,hep-lat,Proceedings of 33rd International (ONLINE) Workshop on High Energy Physics ,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.06863,quant-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Paper citation,Qiskit,Zenodo,N,N,Y,N,N,N,,
2112.06929,hep-ph,Phys.Rev.Lett.,N,Y,Y,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.06954,cond-mat.mes-hall, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.07043,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,HotQCD,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.07309,cond-mat.quant-gas, ,N,Y,N,Y,No,,,Y,No,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.07385,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Footnote/inline URL,openQCD,Personal website,Y,,Mentioned by name,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.07519,hep-lat,Phys.Lett.B,N,Y,N,N,,,,Y,Paper citation,Chroma,,Y,,Paper citation,MILC,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.07595,hep-ph,EPJ Web Conf.,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2112.07651,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,Data repository citation,Qiskit,Zenodo,N,N,N,N,N,N,,
2112.07865,hep-lat,Proceedings of 33rd International (ONLINE) Workshop on High Energy Physics ,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.08058,hep-ph,Proceedings of 33rd International (ONLINE) Workshop on High Energy Physics ,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y?,,
2112.08101,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,BMW,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.08164,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,(Dick et al),N,,N,N,,No,,,N,N,N,N,N,N,,
2112.08262,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,Mentioned by name,Mentions QDP++
2112.08312,hep-ph,Phys.Lett.B,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.08316,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.08416,hep-lat,AAPPS Bull.,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,Y,N,N,Y,,
2112.08482,hep-lat, ,N,Y,N,Y,No,,,Y,No,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.08584,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.08755,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Data repository citation,"CL2QCD, BaHaMaS",Zenodo,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.09038,hep-lat,Proceedings of 24th International Symposium on Spin Physics,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,Y,N,N,Y?,,
2112.09049,hep-th, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.09083,quant-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,Y,,Footnote/inline URL,"tensors.net (modified), Qiskit",,N,N,Y,N,N,N,,
2112.09089,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,Data repository citation,"Hadrons, Grid",Zenodo,Y,,Paper citation,RBC-UKQCD,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2112.09092,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Mentioned by name,FASTSUM,N,,N,N,,No,,,N,N,Y,Y,Y,N,,
2112.09139,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.09209,cond-mat.str-el, ,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.09210,hep-ph,Eur.Phys.J.A,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.09295,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,JLQCD,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.09409,hep-th,JHEP,N,Y,N,Y?,No,,,Y?,No,,,N?,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.09599,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,Data repository citation,"Hadrons, Grid",Zenodo,Y,,Paper citation,RBC-UKQCD,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2112.09623,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Footnote/inline URL,openQCD (modified),Personal website,Y,Footnote/inline URL,openQCD (modified),Personal website,N,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.09804,hep-lat, ,N,Y,Y,N,,,,Y,Data repository citation,"Hadrons, Grid",Zenodo,Y,,Paper citation,RBC-UKQCD,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2112.10005,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2112.10146,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.10402,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.10429,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,Data repository citation,"CL2QCD, BaHaMaS",Zenodo,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.10519,hep-lat, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.10580,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Paper citation,RBC-UKQCD,Y?,Paper citation,N,N,,No,,,N,N,Y,N,Y,N,,
2112.10606,hep-lat,Phys.Rev.D,N,Y,N,N,,,,Y,Mentioned by name,openQCD (modified),,Y,,Paper citation,ALPHA,N,,N,N,,URL citation,"lsqfit, gvar",GitHub,N,N,Y,N,N,N,,
2112.10722,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.10942,hep-ph,Mod.Phys.Lett.A,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2112.10966,hep-ph,Eur.Phys.J.C,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.11049,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,Paper citation,
2112.11107,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,Data repository citation,"CL2QCD, BaHaMaS",Zenodo,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,Re-presents results from previous work with citations
2112.11113,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,Paper citation,SLEPc,,N?,,,,N,,N,N,,Paper citation,scikit-learn,,N,N,N,N,N,N,,
2112.11140,hep-lat, ,N,Y,Y,N,,,,Y,No,,,Y,,Paper citation,RBC-UKQCD,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2112.11178,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.11183,hep-lat,Symmetry,N,Y,N,Y,URL citation,"nlopt, eigen3, C++","GitHub, Dedicated website",Y,URL citation,"nlopt, eigen3, C++","GitHub, Dedicated website",N,,,,N,,Y,N,arXiv,Data repository citation,"pandas, numpy",Zenodo,N,N,Y,N,N,N,,"Some data omitted ""to keep the file short"". Data licensed under a ""no derivatives"" license."
2112.11213,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.11239,hep-lat,EPJ Web Conf.,Y,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.11339,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Mentioned by name,MILC,N?,,N,N,,No,,,N,N,Y,N,Y,N,,
2112.11363,hep-ph, ,N,N,Y,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.11398,hep-th,JHEP,N,Y,Y,Y,No,,,Y,No,,,N,,,,N?,,N,N,,No,,,N,N,N?,N,N,N,,
2112.11477,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.11647,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,MILC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.11771,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Footnote/inline URL,Grid,GitHub,Y,Footnote/inline URL,"BQCD, Bridge++, Hadrons","GitHub, Institutional website",N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.11787,quant-ph,PRX Quantum,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Mentioned by name,Scipy,,N,N,N,N,N,N,,
2112.11823,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N?,,,,Y,,Paper citation,RBC-UKQCD,Y,Paper citation,N,N,,No,,,N,N,Y,N,Y,N,,
2112.11828,quant-ph, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,Advanced thesis (Habilitation à Diriger les Recherches)
2112.11868,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,Footnote/inline URL,LeonardYM,GitHub,N?,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.11875,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.11996,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.12045,hep-lat, ,N,Y,Y,Y,Footnote/inline URL,openQCD (modified),Personal website,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.12148,cond-mat.str-el, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.12220,hep-lat,Phys.Rev.D,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.12447,math-ph,J.Phys.A,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.12472,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N?,,N,N,,No,,,N,N,N,N,N,N,,
2112.12474,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,N,,N,N,,Paper citation,Optuna,,N,N,N,N,N,N,,
2112.12493,hep-lat,EPJ Web Conf.,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,N,,N,N,,Paper citation,Optuna,,N,N,N,N,N,N,,
2112.12767,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,RC*,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.13147,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Data repository citation,N,N,,No,,,N,N,N,N,N,N,,
2112.13203,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.13218,hep-ph,Phys.Lett.B,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.13464,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,URL citation,Qlua,Institutional website,Y,,Mentioned by name,RBC-UKQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.13474,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,URL citation,"Qlua, Tiramisu",Institutional website,Y,,Paper citation,NPLQCD,N?,,N,N,,No,,,N,N,Y,N,N,N,,
2112.13501,hep-lat,JHEP,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.13533,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.13648,hep-ph, ,N,Y,N,Y,No,,,Y?,No,,,N,,,,N,,N,N,,Mentioned by name,Mathematica,,N,N,Y,N,N,N,,
2112.13702,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.13775,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.14076,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,Y,N,arXiv,Included,Mathematica,arXiv,Y,N,N,N,N,N,,
2112.14226,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,"Chroma, Qlua, QUDA, QDP-JIT, QPhiX",Institutional website,Y,,Mentioned by name,NPLQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.14262,quant-ph, ,N,Y,N,N?,,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.14640,hep-lat, ,N,Y,N,Y?,Included,(Dürr),arXiv,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,Presents and benchmarks various Dirac operators
2112.14740,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.14765,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.14913,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,RBC-UKQCD,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.15016,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.15035,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.15228,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.15276,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Footnote/inline URL,openQCD,Personal website,Y,,Paper citation,PACS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.15368,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.15390,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.15398,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.15440,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.15511,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.15532,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,No,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.15543,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.15586,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
